1.0351602,3.0470164,a18
5.9797926,7.514444,a11
6.2529573,0.0,a18
4.44985,6.8880363,a14
13.564327,5.717991,a15
7.2389665,3.0652392,a13
0.0,5.7563643,a18
0.0,20.674417,a04
7.0599265,3.149504,a18
2.325778,1.4198225,a08
5.876956,0.0,a18
5.517689,6.761067,a14
5.269019,9.685915,a11
6.478434,5.028312,a14
12.880959,6.0438037,a15
0.11711007,4.879025,a18
6.184282,1.555715,a07
6.7351217,0.0,a18
0.0,20.667599,a04
1.073641,1.1796727,a18
8.364725,2.1310754,a13
9.7554455,12.317599,a17
10.222526,12.531483,a17
2.7008271,6.3037233,a18
0.0,14.03706,a12
6.0848994,1.9460609,a02
6.195312,1.8206644,a02
3.7624717,2.1832135,a19
6.915441,9.143236,a16
0.6975168,7.4499536,a05
14.758853,4.578663,a15
2.9823809,3.8964856,a08
1.8763463,5.3605213,a18
10.555245,5.9790826,a15
2.725675,8.688267,a10
3.7925334,7.6417418,a12
5.551314,5.1838617,a14
3.1984234,5.669209,a02
9.263896,1.776227,a13
3.8582296,7.6059675,a10
4.7016063,10.562122,a16
13.447075,4.8522367,a15
2.9648924,13.000703,a16
1.793516,14.7432375,a03
1.8409096,14.704103,a03
1.8815618,14.703672,a03
1.7876205,14.69546,a03
9.004162,3.0029826,a13
0.66200125,11.369096,a11
5.50165,1.1409591,a08
4.7799993,10.544094,a16
12.968561,4.8719664,a15
1.8015893,14.514227,a03
9.019453,2.3920937,a13
5.0714197,0.7653065,a08
9.280539,2.788306,a13
2.0371299,9.539352,a11
1.2780527,12.514622,a11
14.18767,5.5704727,a15
9.948566,12.807543,a17
0.84523606,2.944998,a08
9.408449,0.51887727,a19
5.66298,5.9372106,a14
0.23997891,15.714407,a12
6.638888,5.517959,a14
2.4092464,12.085428,a10
0.0,22.03072,a04
1.8074256,9.845325,a11
1.3817549,13.783098,a12
1.1634488,10.575904,a10
0.0,22.336794,a04
6.6069484,5.6391416,a14
0.19932926,16.861267,a12
8.30819,13.257554,a17
9.631424,12.174587,a17
7.2124114,7.9520354,a03
0.0,17.138008,a12
3.5813804,10.830398,a10
0.673339,14.76289,a12
1.9673802,16.30713,a12
9.632021,11.254999,a17
11.739159,11.245487,a17
7.1606045,0.21229038,a06
0.45599282,14.801272,a12
3.6113362,8.695192,a10
0.40133488,14.169207,a12
12.425189,2.6281736,a01
8.738576,0.0,a07
13.490122,6.373993,a15
6.695144,0.32718033,a06
12.428404,2.634967,a01
8.81656,14.09045,a17
8.192139,6.83612,a16
0.65848696,14.837,a12
6.9188805,0.7955632,a06
3.5349545,7.0115,a19
9.26085,13.092659,a17
10.482223,12.73361,a17
6.914889,0.9986917,a09
0.0,22.126606,a04
14.031744,6.2483516,a15
9.378806,13.0313,a17
1.399165,5.783858,a05
0.59979224,6.72347,a05
10.727086,2.7876132,a13
3.7788858,7.61672,a10
1.5339901,11.780666,a10
2.6989675,6.6146164,a19
10.3624525,3.8728168,a13
10.154559,3.6085987,a13
1.1180521,12.002091,a10
1.2146133,11.428844,a10
7.1753683,0.5255072,a19
8.857569,13.149392,a17
6.4624567,2.0203457,a19
10.113662,1.9669272,a13
5.669518,4.0678086,a09
1.1704416,12.178339,a10
2.7452846,8.746081,a11
11.698918,6.1051908,a13
1.073641,1.1796727,a05
1.9143925,8.771365,a10
5.4231663,5.9426494,a14
6.875394,8.529472,a16
5.4502172,7.265882,a14
8.479564,0.0,a06
0.8423423,5.836098,a05
2.1524434,3.5710242,a10
0.9065018,4.4736614,a05
0.34257424,11.157295,a10
8.791513,0.0,a07
1.3278812,10.423376,a10
6.0222673,10.276991,a16
6.1952786,1.7246361,a02
5.1781826,5.269897,a14
6.850291,8.193869,a16
7.037786,0.0,a06
8.547774,0.0,a06
5.921275,10.215374,a16
9.717301,6.068146,a01
9.925069,9.371096,a17
5.513165,6.115227,a14
8.671794,4.334961,a13
13.363585,4.385509,a15
13.539441,4.9336624,a15
9.496932,12.956909,a17
5.76564,0.8940759,a06
6.0951943,1.7228851,a02
6.9244504,0.0,a06
6.1011786,1.7714391,a02
6.1034956,1.7683439,a02
8.767942,10.734859,a17
2.3450718,8.011225,a09
7.025478,0.016147316,a06
6.3857436,5.480377,a14
4.066314,5.7625623,a09
7.390177,5.769974,a14
8.576476,3.3264196,a13
6.606203,5.279024,a13
6.054935,6.333921,a14
10.824436,11.323502,a17
1.3900989,7.2324314,a05
12.121346,6.1002183,a15
5.069672,0.8350322,a07
7.23883,4.0854783,a13
9.070084,9.84586,a01
4.056117,5.2758555,a19
4.8888707,9.067682,a10
2.6528358,11.547762,a10
9.690577,11.438525,a17
2.81565,2.186265,a07
1.3630792,6.451011,a05
4.607015,10.167873,a10
7.6450195,4.158926,a13
8.100211,2.004886,a13
0.57140267,6.989596,a05
10.623034,13.429377,a17
9.078287,9.836902,a01
4.844381,9.449754,a10
6.994612,7.27004,a16
9.156284,12.427905,a17
10.101527,9.805172,a17
2.3143697,12.053785,a12
0.5532436,7.003736,a05
10.180001,12.061378,a17
2.9227438,4.4878182,a18
0.0,21.175861,a04
1.5555462,13.219797,a03
1.6097955,13.208862,a03
3.8391776,6.0285707,a19
1.0702469,6.5513687,a05
1.5240778,13.251715,a03
8.659975,3.3671384,a13
10.205575,11.791998,a17
7.155453,8.241491,a03
2.2391505,2.4152424,a08
1.451044,7.9197106,a05
0.19228333,5.9848228,a08
5.3604994,5.268242,a18
7.2248297,8.1571045,a03
3.50322,9.360364,a16
5.256698,2.422642,a08
8.302158,0.0,a06
6.1182303,2.2151153,a02
5.0387816,2.0510755,a08
5.164124,2.2713244,a08
5.4063735,2.4732573,a08
1.2202116,12.819143,a10
0.2991889,5.563849,a05
4.797563,1.7220552,a08
5.3536353,2.5104625,a08
2.7724295,10.53035,a16
1.4659317,14.084259,a03
0.46562672,11.230289,a10
0.6464826,15.340008,a12
3.0362325,3.9196966,a09
8.949449,0.0,a07
4.5520325,1.1287006,a07
0.6992949,15.485375,a12
2.812374,11.057232,a16
9.590988,6.208302,a03
1.431745,3.43098,a07
0.0,22.125378,a04
5.0199165,0.56007624,a07
1.8324119,10.917362,a18
2.0692658,10.557667,a10
2.6810627,9.079057,a10
4.9557266,7.2537785,a10
3.2966585,5.5499654,a02
2.1207705,10.423075,a10
1.6705018,6.047467,a18
3.1460338,6.542145,a18
1.2230878,4.8564677,a07
0.0,22.127743,a04
1.4740118,3.3865342,a07
0.0,6.0489755,a18
0.0,22.116707,a04
3.8024611,8.30192,a10
1.5009335,3.3583245,a07
9.598703,6.221769,a03
2.2764435,12.693476,a12
2.3758416,9.401112,a16
8.534402,2.2456434,a13
4.3037753,9.136548,a16
1.0091763,5.2601686,a18
2.2798657,8.142382,a09
2.6897345,4.178483,a18
0.0,22.446953,a04
0.0,22.426826,a04
8.04146,5.924705,a19
1.7662283,12.200363,a19
3.0458078,9.677052,a10
0.0,22.43687,a04
0.031301737,6.3151565,a05
3.6178904,8.905389,a16
3.0447865,11.28087,a10
